
2018-05-29 17:28:27	    1948.000k/s 
2018-05-29 17:28:38	    2586.000k/s 
2018-05-29 17:28:49	    2396.000k/s 
2018-05-29 17:29:00	    2408.000k/s 
2018-05-29 17:29:11	    2487.000k/s 
2018-05-29 17:29:22	    2438.000k/s 
2018-05-29 17:29:33	    2417.000k/s 
2018-05-29 17:29:44	    2282.000k/s 
2018-05-29 17:29:55	    2483.000k/s 
2018-05-29 17:30:06	    2491.000k/s 
2018-05-29 17:30:17	    2478.000k/s 
2018-05-29 17:30:28	    2197.000k/s 
2018-05-29 17:30:29	    2398.086k/s     132.660s Download Finished
2018-05-29 17:30:50	    2151.000k/s 
2018-05-29 17:31:01	    2396.000k/s 
2018-05-29 17:31:12	    2389.000k/s 
2018-05-29 17:31:23	    2442.000k/s 
2018-05-29 17:31:34	    2520.000k/s 
2018-05-29 17:31:45	    2422.000k/s 
2018-05-29 17:31:56	    2184.000k/s 
2018-05-29 17:32:07	    2581.000k/s 
2018-05-29 17:32:18	    2444.000k/s 
2018-05-29 17:32:29	    2388.000k/s 
2018-05-29 17:32:40	    2354.000k/s 
2018-05-29 17:32:51	    2378.000k/s 
2018-05-29 17:32:52	    2392.769k/s     132.954s Download Finished
2018-05-29 17:33:13	    2169.000k/s 
2018-05-29 17:33:24	    2312.000k/s 
2018-05-29 17:33:35	    2453.000k/s 
2018-05-29 17:33:46	    2455.000k/s 
2018-05-29 17:33:57	    2538.000k/s 
2018-05-29 17:34:08	    2302.000k/s 
2018-05-29 17:34:19	    2456.000k/s 
2018-05-29 17:34:30	    2450.000k/s 
2018-05-29 17:34:41	    2511.000k/s 
2018-05-29 17:34:52	    2235.000k/s 
2018-05-29 17:35:03	    2528.000k/s 
2018-05-29 17:35:14	    2399.000k/s 
2018-05-29 17:35:15	    2406.538k/s     132.194s Download Finished
2018-05-29 17:35:35	    2117.000k/s 
2018-05-29 17:35:46	    2531.000k/s 
2018-05-29 17:35:57	    2408.000k/s 
2018-05-29 17:36:08	    2374.000k/s 
2018-05-29 17:36:19	    2456.000k/s 
2018-05-29 17:36:30	    2459.000k/s 
2018-05-29 17:36:41	    2390.000k/s 
2018-05-29 17:36:52	    2407.000k/s 
2018-05-29 17:37:03	    2453.000k/s 
2018-05-29 17:37:14	    2508.000k/s 
2018-05-29 17:37:25	    2237.000k/s 
2018-05-29 17:37:36	    2500.000k/s 
2018-05-29 17:37:36	    2413.673k/s     131.803s Download Finished
2018-05-29 17:37:57	    2173.000k/s 
2018-05-29 17:38:08	    2380.000k/s 
2018-05-29 17:38:19	    2379.000k/s 
2018-05-29 17:38:30	    2455.000k/s 
2018-05-29 17:38:41	    2498.000k/s 
2018-05-29 17:38:52	    2370.000k/s 
2018-05-29 17:39:03	    2388.000k/s 
2018-05-29 17:39:14	    2471.000k/s 
2018-05-29 17:39:25	    2493.000k/s 
2018-05-29 17:39:36	    2372.000k/s 
2018-05-29 17:39:47	    2417.000k/s 
2018-05-29 17:39:58	    2446.000k/s 
2018-05-29 17:39:58	    2410.857k/s     131.957s Download Finished
2018-05-29 17:40:19	    2149.000k/s 
2018-05-29 17:40:30	    2541.000k/s 
2018-05-29 17:40:41	    2384.000k/s 
2018-05-29 17:40:52	    2376.000k/s 
2018-05-29 17:41:03	    2442.000k/s 
2018-05-29 17:41:14	    2460.000k/s 
2018-05-29 17:41:25	    2261.000k/s 
2018-05-29 17:41:36	    2564.000k/s 
2018-05-29 17:41:47	    2375.000k/s 
2018-05-29 17:41:58	    2485.000k/s 
2018-05-29 17:42:09	    2200.000k/s 
2018-05-29 17:42:20	    2570.000k/s 
2018-05-29 17:42:20	    2407.485k/s     132.142s Download Finished
2018-05-29 17:42:41	    2153.000k/s 
2018-05-29 17:42:52	    2530.000k/s 
2018-05-29 17:43:03	    2316.000k/s 
2018-05-29 17:43:14	    2398.000k/s 
2018-05-29 17:43:25	    2402.000k/s 
2018-05-29 17:43:36	    2512.000k/s 
2018-05-29 17:43:47	    2420.000k/s 
2018-05-29 17:43:58	    2373.000k/s 
2018-05-29 17:44:09	    2431.000k/s 
2018-05-29 17:44:20	    2468.000k/s 
2018-05-29 17:44:31	    2365.000k/s 
2018-05-29 17:44:42	    2369.000k/s 
2018-05-29 17:44:43	    2404.714k/s     132.294s Download Finished
2018-05-29 17:45:03	    2079.000k/s 
2018-05-29 17:45:14	    2477.000k/s 
2018-05-29 17:45:25	    2303.000k/s 
2018-05-29 17:45:36	    2426.000k/s 
2018-05-29 17:45:47	    2531.000k/s 
2018-05-29 17:45:58	    2497.000k/s 
2018-05-29 17:46:09	    2373.000k/s 
2018-05-29 17:46:20	    2378.000k/s 
2018-05-29 17:46:31	    2452.000k/s 
2018-05-29 17:46:42	    2511.000k/s 
2018-05-29 17:46:53	    2391.000k/s 
2018-05-29 17:47:04	    2247.000k/s 
2018-05-29 17:47:05	    2403.664k/s     132.352s Download Finished
2018-05-29 17:47:26	    2223.000k/s 
2018-05-29 17:47:37	    2462.000k/s 
2018-05-29 17:47:48	    2355.000k/s 
2018-05-29 17:47:59	    2459.000k/s 
2018-05-29 17:48:10	    2441.000k/s 
2018-05-29 17:48:21	    2502.000k/s 
2018-05-29 17:48:32	    2333.000k/s 
2018-05-29 17:48:43	    2403.000k/s 
2018-05-29 17:48:54	    2464.000k/s 
2018-05-29 17:49:05	    2493.000k/s 
2018-05-29 17:49:16	    2341.000k/s 
2018-05-29 17:49:27	    2394.000k/s 
2018-05-29 17:49:27	    2409.118k/s     132.052s Download Finished
2018-05-29 17:49:48	    2200.000k/s 
2018-05-29 17:49:59	    2260.000k/s 
2018-05-29 17:50:10	    2457.000k/s 
2018-05-29 17:50:21	    2493.000k/s 
2018-05-29 17:50:32	    2529.000k/s 
2018-05-29 17:50:43	    2259.000k/s 
2018-05-29 17:50:54	    2461.000k/s 
2018-05-29 17:51:05	    2467.000k/s 
2018-05-29 17:51:16	    2481.000k/s 
2018-05-29 17:51:27	    2336.000k/s 
2018-05-29 17:51:38	    2454.000k/s 
2018-05-29 17:51:49	    2451.000k/s 
2018-05-29 17:51:49	    2407.643k/s     132.133s Download Finished
2018-05-29 17:52:10	    2168.000k/s 
2018-05-29 17:52:21	    2422.000k/s 
2018-05-29 17:52:32	    2492.000k/s 
2018-05-29 17:52:43	    2369.000k/s 
2018-05-29 17:52:54	    2483.000k/s 
2018-05-29 17:53:05	    2378.000k/s 
2018-05-29 17:53:16	    2357.000k/s 
2018-05-29 17:53:27	    2251.000k/s 
2018-05-29 17:53:38	    2197.000k/s 
2018-05-29 17:53:49	    2235.000k/s 
2018-05-29 17:54:00	    2547.000k/s 
2018-05-29 17:54:11	    2475.000k/s 
2018-05-29 17:54:14	    2370.262k/s     134.217s Download Finished
2018-05-29 17:54:34	    1811.000k/s 
2018-05-29 17:54:45	    2475.000k/s 
2018-05-29 17:54:56	    2395.000k/s 
2018-05-29 17:55:07	    2343.000k/s 
2018-05-29 17:55:18	    2378.000k/s 
2018-05-29 17:55:29	    2624.000k/s 
2018-05-29 17:55:40	    2289.000k/s 
2018-05-29 17:55:51	    2527.000k/s 
2018-05-29 17:56:02	    2415.000k/s 
2018-05-29 17:56:13	    1936.000k/s 
2018-05-29 17:56:24	    2172.000k/s 
2018-05-29 17:56:35	    2356.000k/s 
2018-05-29 17:56:40	    2328.739k/s     136.610s Download Finished
2018-05-29 17:57:01	    2211.000k/s 
2018-05-29 17:57:12	    2534.000k/s 
2018-05-29 17:57:23	    2314.000k/s 
2018-05-29 17:57:34	    2441.000k/s 
2018-05-29 17:57:45	    2328.000k/s 
2018-05-29 17:57:56	    2477.000k/s 
2018-05-29 17:58:07	    2426.000k/s 
2018-05-29 17:58:18	    2369.000k/s 
2018-05-29 17:58:29	    2428.000k/s 
2018-05-29 17:58:40	    2489.000k/s 
2018-05-29 17:58:51	    2321.000k/s 
2018-05-29 17:59:02	    2442.000k/s 
2018-05-29 17:59:03	    2403.006k/s     132.388s Download Finished
2018-05-29 17:59:23	    2118.000k/s 
2018-05-29 17:59:34	    2285.000k/s 
2018-05-29 17:59:45	    2467.000k/s 
2018-05-29 17:59:56	    2434.000k/s 
2018-05-29 18:00:07	    2554.000k/s 
2018-05-29 18:00:18	    2402.000k/s 
2018-05-29 18:00:29	    2375.000k/s 
2018-05-29 18:00:40	    2448.000k/s 
2018-05-29 18:00:51	    2487.000k/s 
2018-05-29 18:01:02	    2342.000k/s 
2018-05-29 18:01:13	    2426.000k/s 
2018-05-29 18:01:24	    2461.000k/s 
2018-05-29 18:01:25	    2410.685k/s     131.966s Download Finished
2018-05-29 18:01:45	    2176.000k/s 
2018-05-29 18:01:56	    2390.000k/s 
2018-05-29 18:02:07	    2478.000k/s 
2018-05-29 18:02:18	    2385.000k/s 
2018-05-29 18:02:29	    2497.000k/s 
2018-05-29 18:02:40	    2351.000k/s 
2018-05-29 18:02:51	    2449.000k/s 
2018-05-29 18:03:02	    2457.000k/s 
2018-05-29 18:03:13	    2438.000k/s 
2018-05-29 18:03:24	    2417.000k/s 
2018-05-29 18:03:35	    2396.000k/s 
2018-05-29 18:03:46	    2348.000k/s 
2018-05-29 18:03:47	    2409.000k/s     132.059s Download Finished
2018-05-29 18:04:07	    2073.000k/s 
2018-05-29 18:04:18	    2229.000k/s 
2018-05-29 18:04:29	    2523.000k/s 
2018-05-29 18:04:40	    2189.000k/s 
2018-05-29 18:04:51	    2469.000k/s 
2018-05-29 18:05:02	    2412.000k/s 
2018-05-29 18:05:13	    2464.000k/s 
2018-05-29 18:05:24	    2387.000k/s 
2018-05-29 18:05:35	    2106.000k/s 
2018-05-29 18:05:46	    1729.000k/s 
2018-05-29 18:05:57	    2588.000k/s 
2018-05-29 18:06:08	    2433.000k/s 
2018-05-29 18:06:15	    2306.950k/s     137.900s Download Finished
2018-05-29 18:06:35	    2082.000k/s 
2018-05-29 18:06:46	    2423.000k/s 
2018-05-29 18:06:57	    2453.000k/s 
2018-05-29 18:07:08	    2369.000k/s 
2018-05-29 18:07:19	    2458.000k/s 
2018-05-29 18:07:30	    2487.000k/s 
2018-05-29 18:07:41	    2280.000k/s 
2018-05-29 18:07:52	    2457.000k/s 
2018-05-29 18:08:03	    2497.000k/s 
2018-05-29 18:08:14	    2498.000k/s 
2018-05-29 18:08:25	    2282.000k/s 
2018-05-29 18:08:36	    2452.000k/s 
2018-05-29 18:08:37	    2404.710k/s     132.294s Download Finished
2018-05-29 18:08:57	    2072.000k/s 
2018-05-29 18:09:08	    2282.000k/s 
2018-05-29 18:09:19	    2501.000k/s 
2018-05-29 18:09:30	    2437.000k/s 
2018-05-29 18:09:41	    2511.000k/s 
2018-05-29 18:09:52	    2308.000k/s 
2018-05-29 18:10:03	    2462.000k/s 
2018-05-29 18:10:14	    2440.000k/s 
2018-05-29 18:10:25	    2516.000k/s 
2018-05-29 18:10:36	    2311.000k/s 
2018-05-29 18:10:47	    2391.000k/s 
2018-05-29 18:10:58	    2504.000k/s 
2018-05-29 18:10:59	    2409.896k/s     132.010s Download Finished
2018-05-29 18:11:19	    2041.000k/s 
2018-05-29 18:11:30	    2322.000k/s 
2018-05-29 18:11:41	    2503.000k/s 
2018-05-29 18:11:52	    2463.000k/s 
2018-05-29 18:12:03	    2348.000k/s 
2018-05-29 18:12:14	    2338.000k/s 
2018-05-29 18:12:25	    2579.000k/s 
2018-05-29 18:12:36	    2403.000k/s 
2018-05-29 18:12:47	    2489.000k/s 
2018-05-29 18:12:58	    2375.000k/s 
2018-05-29 18:13:09	    2398.000k/s 
2018-05-29 18:13:20	    2423.000k/s 
